 time            v(CLK)          v(A0i)          v(A1i)          v(A2i)          v(A3i)          v(A4i)          v(B0i)          v(B1i)          v(B2i)          v(B3i)          v(B4i)          v(Cini)         v(S0o)          v(S1o)          v(S2o)          v(S3o)          v(S4o)          v(Couto)       
 1.84639679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.66605402e-06  2.06455642e-05  1.10789990e-05  1.13469535e-06  1.80000732e+00  1.80000601e+00 
 1.84739679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -2.07774168e-06 -1.05207593e-05 -1.07161458e-05 -5.65574401e-07  1.79998013e+00  1.79998001e+00 
 1.84839679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.61986188e-06  1.89484556e-05  1.05540734e-05  1.17046764e-06  1.80000672e+00  1.80000553e+00 
 1.84939679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -2.03364382e-06 -9.10612460e-06 -1.02152306e-05 -5.97598665e-07  1.79998090e+00  1.79998071e+00 
 1.85039679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.57672973e-06  1.73661700e-05  1.00756454e-05  1.19831075e-06  1.80000616e+00  1.80000508e+00 
 1.85139679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.99248911e-06 -7.79205418e-06 -9.75977423e-06 -6.22717277e-07  1.79998162e+00  1.79998137e+00 
 1.85239679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.53644592e-06  1.58913806e-05  9.64159338e-06  1.22009870e-06  1.80000566e+00  1.80000467e+00 
 1.85339679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.95407301e-06 -6.57152086e-06 -9.34737879e-06 -6.42497639e-07  1.79998228e+00  1.79998198e+00 
 1.85439679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.49881408e-06  1.45165296e-05  9.24921193e-06  1.23715179e-06  1.80000520e+00  1.80000430e+00 
 1.85539679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.91821253e-06 -5.43799004e-06 -8.97502947e-06 -6.58058306e-07  1.79998290e+00  1.79998255e+00 
 1.85639679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.46366970e-06  1.32347152e-05  8.89523745e-06  1.25042535e-06  1.80000478e+00  1.80000396e+00 
 1.85739679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.88478228e-06 -4.38549479e-06 -8.63931796e-06 -6.70220488e-07  1.79998347e+00  1.79998308e+00 
 1.85839679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.43087636e-06  1.20395943e-05  8.57407253e-06  1.26063170e-06  1.80000439e+00  1.80000365e+00 
 1.85939679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.85359982e-06 -3.40850276e-06 -8.34074070e-06 -6.79605792e-07  1.79998401e+00  1.79998358e+00 
 1.86039679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.40024569e-06  1.09252687e-05  8.28723617e-06  1.26831798e-06  1.80000403e+00  1.80000336e+00 
 1.86139679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.82448027e-06 -2.50184727e-06 -8.06802869e-06 -6.86698469e-07  1.79998451e+00  1.79998405e+00 
 1.86239679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.37159028e-06  9.88624285e-06  8.02861675e-06  1.27391621e-06  1.80000371e+00  1.80000310e+00 
 1.86339679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.79724253e-06 -1.66071661e-06 -7.82211838e-06 -6.91885548e-07  1.79998498e+00  1.79998449e+00 
 1.86439679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.34473003e-06  8.91743585e-06  7.79532643e-06  1.27779394e-06  1.80000341e+00  1.80000286e+00 
 1.86539679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.77172655e-06 -8.80681206e-07 -7.60020759e-06 -6.95517368e-07  1.79998542e+00  1.79998490e+00 
 1.86639679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.31954191e-06  8.01405863e-06  7.58468626e-06  1.28021609e-06  1.80000314e+00  1.80000264e+00 
 1.86739679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.74782221e-06 -1.57338928e-07 -7.39973866e-06 -6.97778079e-07  1.79998582e+00  1.79998529e+00 
 1.86839679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.29591950e-06  7.17144017e-06  7.39426956e-06  1.28138848e-06  1.80000289e+00  1.80000244e+00 
 1.86939679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.72542532e-06  5.13307227e-07 -7.21840338e-06 -6.98906873e-07  1.79998621e+00  1.79998565e+00 
 1.87039679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.27375972e-06  6.38542287e-06  7.22189158e-06  1.28153726e-06  1.80000267e+00  1.80000226e+00 
 1.87139679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.70443497e-06  1.13490843e-06 -7.05412829e-06 -6.99089922e-07  1.79998657e+00  1.79998600e+00 
 1.87239679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.25296343e-06  5.65221631e-06  7.06559392e-06  1.28080601e-06  1.80000246e+00  1.80000210e+00 
 1.87339679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.68475481e-06  1.71074892e-06 -6.90505840e-06 -6.98463839e-07  1.79998690e+00  1.79998632e+00 
 1.87439679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.23343649e-06  4.96834848e-06  6.92362770e-06  1.27935078e-06  1.80000227e+00  1.80000195e+00 
 1.87539679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.66629380e-06  2.24389863e-06 -6.76953986e-06 -6.97200776e-07  1.79998722e+00  1.79998662e+00 
 1.87639679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.21509036e-06  4.33055074e-06  6.79443533e-06  1.27734252e-06  1.80000210e+00  1.80000181e+00 
 1.87739679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.64896655e-06  2.73725632e-06 -6.64610096e-06 -6.95453905e-07  1.79998751e+00  1.79998690e+00 
 1.87839679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.19784222e-06  3.73574452e-06  6.67663302e-06  1.27491296e-06  1.80000194e+00  1.80000169e+00 
 1.87939679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.63269333e-06  3.19355139e-06 -6.53343812e-06 -6.93366289e-07  1.79998779e+00  1.79998717e+00 
 1.88039679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.18161474e-06  3.18103817e-06  6.56899908e-06  1.27221392e-06  1.80000180e+00  1.80000158e+00 
 1.88139679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.61739976e-06  3.61534685e-06 -6.43040283e-06 -6.90995341e-07  1.79998805e+00  1.79998742e+00 
 1.88239679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.16633590e-06  2.66371607e-06  6.47045613e-06  1.26921242e-06  1.80000167e+00  1.80000148e+00 
 1.88339679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.60301667e-06  4.00506726e-06 -6.33597692e-06 -6.88340944e-07  1.79998829e+00  1.79998766e+00 
 1.88439679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.15193880e-06  2.18120221e-06  6.38004202e-06  1.26596308e-06  1.80000156e+00  1.80000139e+00 
 1.88539679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.58947990e-06  4.36499142e-06 -6.24924776e-06 -6.85468281e-07  1.79998852e+00  1.79998788e+00 
 1.88639679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.13836148e-06  1.73111720e-06  6.29689630e-06  1.26252382e-06  1.80000145e+00  1.80000131e+00 
 1.88739679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.57673000e-06  4.69720925e-06 -6.16940361e-06 -6.82423847e-07  1.79998874e+00  1.79998809e+00 
 1.88839679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.12554644e-06  1.31126335e-06  6.22025724e-06  1.25893030e-06  1.80000136e+00  1.80000124e+00 
 1.88939679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.56471170e-06  5.00366319e-06 -6.09572767e-06 -6.79235648e-07  1.79998894e+00  1.79998829e+00 
 1.89039679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.11344316e-06  9.19589586e-07  6.14945258e-06  1.25520402e-06  1.80000127e+00  1.80000118e+00 
 1.89139679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.55338083e-06  5.28616848e-06 -6.02758717e-06 -6.75916868e-07  1.79998914e+00  1.79998848e+00 
 1.89239679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.10200011e-06  5.54178605e-07  6.08388846e-06  1.25135341e-06  1.80000119e+00  1.80000113e+00 
 1.89339679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.54267274e-06  5.54642103e-06 -5.96442257e-06 -6.72484249e-07  1.79998932e+00  1.79998866e+00 
 1.89439679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.09116006e-06  2.13239506e-07  6.02291239e-06  1.24741028e-06  1.80000112e+00  1.80000108e+00 
 1.89539679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.53254858e-06  5.78600399e-06 -5.90550456e-06 -6.68978169e-07  1.79998949e+00  1.79998883e+00 
 1.89639679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.08088882e-06 -1.04899487e-07  5.96615750e-06  1.24341536e-06  1.80000106e+00  1.80000103e+00 
 1.89739679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.52297102e-06  6.00639389e-06 -5.85080760e-06 -6.65436055e-07  1.79998966e+00  1.79998899e+00 
 1.89839679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.07114700e-06 -4.01816893e-07  5.91341384e-06  1.23940192e-06  1.80000100e+00  1.80000100e+00 
 1.89939679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.51389920e-06  6.20903866e-06 -5.79987626e-06 -6.61887140e-07  1.79998981e+00  1.79998914e+00 
 1.90039679e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  2.06189098e-06 -6.79146733e-07  5.86419481e-06  1.23539544e-06  1.80000095e+00  1.80000096e+00 
 1.90100000e-07  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00 -1.50215499e-06  6.49178659e-06 -5.73769703e-06 -6.56814679e-07  1.79998998e+00  1.79998930e+00 
 1.90110000e-07  1.62000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.62000000e+00 -2.44006980e-05 -2.31139561e-05 -2.40217258e-05 -2.56044126e-05  1.79997257e+00  1.79997224e+00 
 1.90130000e-07  1.26000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.26000000e+00  4.79313916e-06  6.07662191e-06  1.28482897e-06  2.79639599e-06  1.80000264e+00  1.80000208e+00 
 1.90170000e-07  5.40000000e-01  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  5.40000000e-01  1.29459945e-04  1.41431432e-04  1.32210247e-04  1.43434213e-04  1.80010726e+00  1.80010732e+00 
 1.90200000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.88999672e-04  2.10989881e-04  2.02127913e-04  2.11171345e-04  1.80013730e+00  1.80014648e+00 
 1.90205400e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  9.64282364e-05  1.09191357e-04  1.13143038e-04  8.91722671e-05  1.80002873e+00  1.80005516e+00 
 1.90216200e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00 -4.06879930e-04 -4.22300556e-04 -3.65918696e-04 -4.77690495e-04  1.79950071e+00  1.79957483e+00 
 1.90237800e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00 -1.82183855e-03 -1.82463923e-03 -1.69327265e-03 -1.93471233e-03  1.79825824e+00  1.79841631e+00 
 1.90262335e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00 -2.20254348e-03 -2.30078546e-03 -2.24065468e-03 -2.33600725e-03  1.79811795e+00  1.79822323e+00 
 1.90288543e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.32983561e-04 -1.37141387e-04 -6.52242788e-04  1.30603296e-04  1.80141599e+00  1.80048939e+00 
 1.90320733e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  6.08971110e-03  6.53255781e-03  5.19401836e-03  7.07367954e-03  1.81895576e+00  1.81303829e+00 
 1.90354855e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.11538661e-02  1.23487745e-02  1.06253960e-02  1.15436299e-02  1.84148414e+00  1.83626860e+00 
 1.90397418e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  5.65150100e-03  8.43654141e-03  7.09230495e-03  4.18312728e-03  1.83073252e+00  1.83368510e+00 
 1.90441016e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00 -4.62231694e-03  1.81238164e-03 -3.75098237e-03 -4.99967006e-03  1.81190236e+00  1.81592106e+00 
 1.90489848e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00 -2.08504035e-03  3.52597848e-03 -2.02292344e-03  3.33767300e-05  1.80154562e+00  1.80363654e+00 
 1.90536816e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  5.47173292e-04  4.31751640e-04  3.88033939e-04 -3.19339089e-04  1.80042081e+00  1.80073904e+00 
 1.90593947e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00 -3.03692135e-04 -5.50048792e-04 -1.16848310e-03 -8.94585490e-04  1.80162773e+00  1.80027699e+00 
 1.90659367e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.75468300e-04  1.12253392e-03  7.76541102e-04  7.88331757e-04  1.79887975e+00  1.79985762e+00 
 1.90748132e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00 -1.18389647e-04 -5.59577250e-04 -5.38419571e-04 -6.59540515e-04  1.80070152e+00  1.80014936e+00 
 1.90848132e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  8.72506490e-05  6.40251925e-04  3.86567069e-04  5.52790739e-04  1.79954158e+00  1.79985422e+00 
 1.90948132e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00 -6.30080111e-05 -3.44212679e-04 -2.61602414e-04 -4.52319290e-04  1.80030741e+00  1.80014087e+00 
 1.91048132e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  4.83115406e-05  3.72619342e-04  1.79549032e-04  3.70954862e-04  1.79979110e+00  1.79986510e+00 
 1.91148132e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00 -3.54371464e-05 -1.85535481e-04 -1.10937221e-04 -2.97898332e-04  1.80014850e+00  1.80012886e+00 
 1.91248132e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  2.83839851e-05  2.14685096e-04  7.05854297e-05  2.42210857e-04  1.79989054e+00  1.79987771e+00 
